timestamp_utc,task_id,description,repeat_index,http_status,request_success,json_parse_success,validation_success,files_written_count,files_written,summary_preview,content_length,reasoning_content_length,elapsed_ms,prompt_tokens,completion_tokens,total_tokens,prompt_ms,predicted_ms,predicted_per_second,error_message
2026-04-07T08:15:49.148982+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,1,200,True,False,False,0,[],,7407,0,49841.39,1078,2200,3278,510.326,49308.268,44.61726378221195,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:16:38.848615+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,2,200,True,False,False,0,[],,7850,0,49698.275,1078,2200,3278,235.015,49334.69,44.59336827696698,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:17:28.634473+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,1,200,True,False,False,0,[],,8913,0,49784.364,747,2200,2947,355.812,49300.783,44.6240377155876,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:18:18.296988+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,2,200,True,False,False,0,[],,8787,0,49660.775,747,2200,2947,234.8,49300.151,44.624609770465,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:18:59.342911+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,1,200,True,False,False,0,[],,7061,0,41043.536,916,1807,2723,421.11,40495.406,44.622345556925644,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:19:22.261937+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,2,200,True,False,False,0,[],,4087,0,22916.742,916,1008,1924,234.653,22551.334,44.69802096851566,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:20:02.998794+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,1,200,True,False,False,0,[],,6400,0,40734.114,680,1800,2480,337.417,40276.83,44.69070679097635,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:20:43.649736+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,2,200,True,False,False,0,[],,6515,0,40648.239,680,1800,2480,234.506,40290.407,44.6756469846532,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:21:33.649645+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,1,200,True,False,False,0,[],,8832,0,49995.65,1077,2200,3277,504.021,49366.827,44.564338720817524,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:22:23.380659+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,2,200,True,False,False,0,[],,8528,0,49727.35,1077,2200,3277,235.225,49346.189,44.58297681306251,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:23:13.209879+00:00,agentic_ts_restore_bootstrap_patch,Fix a multi-file TypeScript restore/bootstrap flow so running state is not exposed before thread restoration completes.,1,200,True,False,False,0,[],,7901,0,49825.395,776,2200,2976,372.759,49307.073,44.61834512058747,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:24:02.874474+00:00,agentic_ts_restore_bootstrap_patch,Fix a multi-file TypeScript restore/bootstrap flow so running state is not exposed before thread restoration completes.,2,200,True,False,False,0,[],,8018,0,49661.317,776,2200,2976,235.417,49299.931,44.62480890693336,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:24:43.694722+00:00,agentic_bash_log_triage_gz,"Produce a Bash triage script that handles .log and .log.gz together, normalizes volatile ids, ignores health checks, and sorts counts descending.",1,200,True,False,False,0,[],,6159,0,40817.187,770,1800,2570,372.067,40301.274,44.66360046086881,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:25:24.361679+00:00,agentic_bash_log_triage_gz,"Produce a Bash triage script that handles .log and .log.gz together, normalizes volatile ids, ignores health checks, and sorts counts descending.",2,200,True,False,False,0,[],,6330,0,40664.12,770,1800,2570,235.116,40287.387,44.67899593488155,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:26:07.245094+00:00,agentic_python_replay_analyzer_patch,"Produce a working Python replay analyzer that streams JSONL, counts malformed lines, and aggregates per-session turns and invalid outputs.",1,200,True,False,False,0,[],,7573,0,42880.518,486,1900,2386,208.582,42531.194,44.67309335355127,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-04-07T08:26:32.138650+00:00,agentic_python_replay_analyzer_patch,"Produce a working Python replay analyzer that streams JSONL, counts malformed lines, and aggregates per-session turns and invalid outputs.",2,200,True,False,False,0,[],,4278,0,24891.065,486,1099,1585,208.472,24583.1,44.70550906923863,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
