timestamp_utc,task_id,family,description,repeat_index,http_status,success,max_tokens,prompt_chars,context_file_count,prompt_tokens,completion_tokens,total_tokens,finish_reason,elapsed_ms,network_retry_count,prompt_ms,predicted_ms,predicted_per_second,reasoning_content_length,content_length,reasoning_preview,content_preview,error_message
2026-04-07T06:16:37.233458+00:00,java_null_nested_config,java,Optional nested config causes startup-time null handling bug.,1,0,False,900,2152,4,,,,,5165.744,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:16:49.495754+00:00,java_transaction_partial_commit,java,Order update spans multiple repositories without a transaction boundary.,1,0,False,1000,2332,4,,,,,5125.114,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:17:01.794937+00:00,java_path_body_id_mismatch,java,Controller trusts request body identifier over path identifier.,1,0,False,900,2399,3,,,,,5121.045,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:17:14.087122+00:00,java_audit_success_on_failure,java,Audit log currently records a successful change even when the write fails.,1,0,False,1000,1956,3,,,,,5157.55,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:17:26.450112+00:00,java_pagination_boundary,java,Pagination code has an index boundary bug and unstable empty-page behavior.,1,0,False,900,1933,3,,,,,5136.478,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:17:38.764927+00:00,java_optimistic_lock_missing,java,Version field exists but update flow does not actually enforce optimistic locking.,1,0,False,1050,2414,4,,,,,5171.05,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:17:51.053187+00:00,java_enum_db_compat,java,Database enum values no longer match Java enum names after a migration.,1,0,False,1000,1635,4,,,,,5161.511,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:18:04.660219+00:00,java_soft_delete_unique_email,java,Soft-deleted rows still participate in uniqueness checks and block re-registration.,1,0,False,950,2018,4,,,,,6457.279,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:18:17.259906+00:00,ts_boot_restore_consistency,ts,Boot-time restore can expose an inconsistent running state before threads are restored.,1,0,False,1250,86231,6,,,,,5122.144,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:18:29.524356+00:00,ts_runtime_metrics_protocol,ts,Runtime metrics exist server-side but are not exposed to the client in a protocol-first way.,1,0,False,1250,98189,7,,,,,5119.543,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:18:41.776178+00:00,java_idempotency_payment_callback,java,Payment callback handler applies duplicate provider events more than once.,1,0,False,1050,3025,5,,,,,5122.624,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:18:54.016149+00:00,java_outbox_publish_before_commit,java,Domain event is published inline before the database write is durably committed.,1,0,False,1050,2028,3,,,,,5116.828,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:19:07.603166+00:00,java_cache_stale_after_write,java,Profile update writes to DB but leaves the cache stale on the read path.,1,0,False,950,2268,3,,,,,5475.423,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:19:20.003971+00:00,java_csv_import_partial_batch,java,CSV batch import persists rows incrementally before the full batch is validated.,1,0,False,1100,1981,3,,,,,5124.344,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:19:33.352551+00:00,java_retry_duplicate_side_effect,java,Retry wrapper around a remote call duplicates the user-visible side effect.,1,0,False,1050,2081,4,,,,,5197.56,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:19:45.621407+00:00,java_permission_scope_trust_bug,java,Service trusts orgId from request payload instead of the authenticated operator context.,1,0,False,1000,1904,3,,,,,5127.21,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:19:58.032739+00:00,script_python_csv_reconcile,script,Write a Python reconciliation script for two daily business CSV exports with duplicate and blank-row edge cases.,1,0,False,1300,1722,3,,,,,5164.037,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:20:10.382044+00:00,script_bash_log_triage,script,Write a shell script to summarize recurring production errors from mixed application logs.,1,0,False,1150,1627,2,,,,,5123.762,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:20:22.659805+00:00,script_python_jsonl_replay_analyzer,script,Write a small Python analyzer for replay JSONL files with malformed-line tolerance.,1,0,False,1300,2243,3,,,,,5135.335,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:20:35.274578+00:00,script_bash_atomic_deploy,script,Write a deploy script that performs atomic release swap with health check and rollback.,1,0,False,1250,1279,2,,,,,5132.011,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:20:48.615127+00:00,ts_reconnect_circuit_breaker,ts,Reconnect handling risks bypassing the circuit breaker that protects the runtime loop.,1,0,False,1250,84625,5,,,,,6193.87,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
2026-04-07T06:21:01.008609+00:00,ts_build_atomic_write_guard,ts,Builder flow must preserve atomic writes and schema-first validation under partial failure.,1,0,False,1250,58201,5,,,,,5161.965,1,,,,0,0,,,RemoteDisconnected('Remote end closed connection without response')
