timestamp_utc,task_id,description,repeat_index,http_status,request_success,json_parse_success,validation_success,files_written_count,files_written,summary_preview,content_length,reasoning_content_length,elapsed_ms,prompt_tokens,completion_tokens,total_tokens,prompt_ms,predicted_ms,predicted_per_second,error_message
2026-04-23T04:21:05.738980+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,1,200,True,True,True,2,"[""reconcile/matcher.py"", ""reconcile/report.py""]","Implemented find_discrepancies in matcher.py to detect amount_mismatch, duplicate_left, missing_left, and missing_right discrepancies, and implemented render_summary in report.py to output discrepancy counts.",4008,0,26231.714,1079,943,2022,613.745,24289.978,38.82259588707738,
2026-04-23T04:21:32.694250+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,2,200,True,True,True,2,"[""reconcile/matcher.py"", ""reconcile/report.py""]","Implemented find_discrepancies to detect amount_mismatch, duplicate_left, missing_left, and missing_right discrepancies, and render_summary to report counts by kind.",4210,0,26880.571,1079,984,2063,243.229,25359.66,38.801782042819184,
2026-04-23T04:21:39.861817+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,1,200,True,True,True,1,"[""runtime/restore.py""]","Fixed the race condition where state.phase was set to 'running' before threads were created, and state.connected was set before thread creation completed. Now phase and connected are only set after all threads are ensured.",847,0,7096.186,748,204,952,357.716,5242.287,38.91431354292506,
2026-04-23T04:21:46.345979+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,2,200,True,True,True,1,"[""runtime/restore.py""]","Fix the restore function to ensure threads are created before marking state as running and connected, preventing exposure of running state before threads exist.",785,0,6425.092,748,189,937,243.651,4861.798,38.87450692110203,
2026-04-23T04:21:53.163399+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,1,200,True,True,True,1,"[""runtime/server.py""]",Move metrics from world_snapshot payload to session_state runtime payload so that metrics travel through session state instead of ad-hoc world state.,745,0,6751.376,917,190,1107,423.302,4886.053,38.88619300691172,
2026-04-23T04:21:59.795472+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,2,200,True,True,True,1,"[""runtime/server.py""]",Move metrics from world_snapshot payload to session_state runtime payload so that metrics travel through session state instead of ad-hoc world state.,745,0,6566.236,917,190,1107,244.115,4883.983,38.902674313157924,
2026-04-23T04:22:14.312853+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,1,200,True,True,True,1,"[""scripts/triage.sh""]","Implement the triage.sh script to parse log files, filter only ERROR lines, extract error signatures by removing variable fields (orderId, sku, code, providerTxnId, email), group and count identical signatures, and output them sorted by count descending in the format '<count> <signature>'.",1581,0,14428.581,681,491,1172,340.791,12650.642,38.81225948849078,
2026-04-23T04:22:24.075032+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,2,200,True,True,True,1,"[""scripts/triage.sh""]","Implement the triage.sh script to parse logs, filter only ERROR lines, extract stable error signatures by removing variable fields (orderId, sku, code, providerTxnId, email), count occurrences, and output sorted results in 'count signature' format.",953,0,9695.786,681,318,999,241.286,8169.51,38.92522317739987,
2026-04-23T04:22:42.135104+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,1,200,True,True,True,3,"[""packages/protocol/src/messages.ts"", ""apps/game-runtime/src/runtime/sessionState.ts"", ""apps/game-client/src/state.ts""]","Move metrics from world.snapshot payload into session.state runtime payload, and update client reducer to read metrics from session.state runtime instead of world.snapshot.",2085,0,17929.18,1078,582,1660,511.591,14990.37,38.82492560223663,
2026-04-23T04:22:58.811112+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,2,200,True,True,True,3,"[""packages/protocol/src/messages.ts"", ""apps/game-runtime/src/runtime/sessionState.ts"", ""apps/game-client/src/state.ts""]","Move metrics from worldSnapshot payload into sessionState payload.runtime, and update client reducer to read metrics from session.state instead of world.snapshot.",2075,0,16551.021,1078,581,1659,242.513,14967.377,38.817756778625935,
2026-04-23T04:23:07.622615+00:00,agentic_ts_restore_bootstrap_patch,Fix a multi-file TypeScript restore/bootstrap flow so running state is not exposed before thread restoration completes.,1,200,True,True,False,1,"[""apps/game-runtime/src/runtime/restore.ts""]","Fix restoreRuntime to set phase to 'restoring' first, populate threadIds, then set phase to 'running' only after threads are restored. Also preserve existing threadIds from the snapshot instead of clearing them.",968,0,8672.532,777,268,1045,372.949,6888.475,38.9055632777937,
2026-04-23T04:23:15.865525+00:00,agentic_ts_restore_bootstrap_patch,Fix a multi-file TypeScript restore/bootstrap flow so running state is not exposed before thread restoration completes.,2,200,True,True,False,1,"[""apps/game-runtime/src/runtime/restore.ts""]","Fix restoreRuntime to set phase to 'running' only after all thread IDs are restored, preventing premature exposure of running state. Also preserve existing thread IDs from the snapshot instead of clearing them.",935,0,8084.09,777,253,1030,243.617,6504.146,38.89826581383628,
2026-04-23T04:23:27.221655+00:00,agentic_bash_log_triage_gz,"Produce a Bash triage script that handles .log and .log.gz together, normalizes volatile ids, ignores health checks, and sorts counts descending.",1,200,True,True,True,1,"[""scripts/triage.sh""]","Implement the triage.sh script to process .log and .log.gz files, filter out health checks, normalize volatile IDs, group by error signature, count occurrences, and sort descending.",1072,0,11265.578,771,368,1139,373.22,9462.432,38.89063614935357,
2026-04-23T04:23:38.950605+00:00,agentic_bash_log_triage_gz,"Produce a Bash triage script that handles .log and .log.gz together, normalizes volatile ids, ignores health checks, and sorts counts descending.",2,200,True,True,True,1,"[""scripts/triage.sh""]","Implement the triage.sh script to process .log and .log.gz files, filter out health checks, normalize volatile IDs, group by error signature, count occurrences, and sort descending.",1247,0,11658.892,771,393,1164,242.169,10102.581,38.90095016313158,
2026-04-23T04:23:49.216101+00:00,agentic_python_replay_analyzer_patch,"Produce a working Python replay analyzer that streams JSONL, counts malformed lines, and aggregates per-session turns and invalid outputs.",1,200,True,True,True,1,"[""scripts/replay_analyzer.py""]","Implemented the analyze function to parse JSONL replay data, count malformed lines, and aggregate per-session turn counts and invalid output counts.",1347,0,10215.502,487,322,809,214.622,8288.12,38.85078883992992,
2026-04-23T04:23:59.084819+00:00,agentic_python_replay_analyzer_patch,"Produce a working Python replay analyzer that streams JSONL, counts malformed lines, and aggregates per-session turns and invalid outputs.",2,200,True,True,True,1,"[""scripts/replay_analyzer.py""]","Implemented the analyze function to parse JSONL, count malformed lines, and aggregate per-session turns and invalid_output counts.",1329,0,9810.839,487,319,806,211.215,8210.581,38.852305336248435,
